chapter_number,chapter_title,article_number,article_id,article_title,paragraph_number,paragraph_id,point_number,text
3,High-risk ai systems,38,3.38,Conformity assessment,5,3.38.5,1,"4. High-risk AI systems that have already been subject to a conformity assessment 
procedure shall undergo a new conformity assessment procedure in the event of a 
substantial modification, regardless of whether the modified system is intended to be 
further distributed or continues to be used by the current deployer.
For high-risk AI systems that continue to learn after being placed on the market or put into 
service, changes to the high-risk AI system and its performance that have been pre-
determined by the provider at the moment of the initial conformity assessment and are part 
of the information contained in the technical documentation referred to in point 2(f) of 
Annex IV, shall not constitute a substantial modification."
3,High-risk ai systems,38,3.38,Conformity assessment,6,3.38.6,1,"5. The Commission shall adopt delegated acts in accordance with Article 97 to update 
Annexes VI and VII in  light of technical progress."
3,High-risk ai systems,38,3.38,Conformity assessment,7,3.38.7,1,"6. The Commission shall adopt delegated acts in accordance with Article 97 amending 
paragraphs 1 and 2 of this Article in order to subject high-risk AI systems referred to in 
points 2 to 8 of Annex III to the conformity assessment procedure referred to in Annex VII 
or parts thereof. The Commission shall adopt such delegated acts taking into account the 
effectiveness of the conformity assessment procedure based on internal control referred to 
in Annex VI in preventing or minimising the risks to health and safety and protection of 
fundamental rights posed by such systems, as well as the availability of adequate capacities 
and resources among notified bodies."
3,High-risk ai systems,39,3.39,Certificates,1,3.39.1,1,"Article 44
Certificates"
3,High-risk ai systems,39,3.39,Certificates,2,3.39.2,1,"1. Certificates issued by notified bodies in accordance with Annex VII shall be drawn-up in a 
language which can be easily understood by the relevant authorities in the Member State 
in which the notified body is established."
3,High-risk ai systems,39,3.39,Certificates,3,3.39.3,1,"2. Certificates shall be valid for the period they indicate, which shall not exceed five years for 
AI systems covered by Annex I, and four years for AI systems covered by Annex III. On 
the application of the provider, the validity of a certificate may be extended for further 
periods, each not exceeding five years for AI systems covered by Annex I, and four years 
for AI systems covered by Annex III, based on a re-assessment in accordance with the 
applicable conformity assessment procedures. Any supplement to a certificate shall 
remain valid, provided that the certificate which it supplements is valid."
3,High-risk ai systems,39,3.39,Certificates,4,3.39.4,1,"3. Where a notified body finds that an AI system no longer meets the requirements set out in 
Section 2, it shall, taking account of the principle of proportionality, suspend or withdraw 
the certificate issued or impose restrictions on it, unless compliance with those 
requirements is ensured by appropriate corrective action taken by the provider of the 
system within an appropriate deadline set by the notified body. The notified body shall 
give reasons for its decision.
An appeal procedure against decisions of the notified bodies, including against 
conformity certificates issued, shall be available."
3,High-risk ai systems,40,3.40,Information obligations of notified bodies,1,3.40.1,1,"Article 45
Information obligations of notified bodies"
3,High-risk ai systems,40,3.40,Information obligations of notified bodies,2,3.40.2,1,1. Notified bodies shall inform the notifying authority of the following:
3,High-risk ai systems,40,3.40,Information obligations of notified bodies,2,3.40.2,2,"(a) any Union technical documentation assessment certificates, any supplements to those 
certificates, and any quality management system approvals issued in accordance with 
the requirements of Annex VII;"
3,High-risk ai systems,40,3.40,Information obligations of notified bodies,2,3.40.2,3,"(b) any refusal, restriction, suspension or withdrawal of a Union technical 
documentation assessment certificate or a quality management system approval 
issued in accordance with the requirements of Annex VII;"
3,High-risk ai systems,40,3.40,Information obligations of notified bodies,2,3.40.2,4,(c) any circumstances affecting the scope of or conditions for notification;
3,High-risk ai systems,40,3.40,Information obligations of notified bodies,2,3.40.2,5,"(d) any request for information which they have received from market surveillance 
authorities regarding conformity assessment activities;"
3,High-risk ai systems,40,3.40,Information obligations of notified bodies,2,3.40.2,6,"(e) on request, conformity assessment activities performed within the scope of their 
notification and any other activity performed, including cross-border activities and 
subcontracting."
3,High-risk ai systems,40,3.40,Information obligations of notified bodies,3,3.40.3,1,2. Each notified body shall inform the other notified bodies of:
3,High-risk ai systems,40,3.40,Information obligations of notified bodies,3,3.40.3,2,"(a) quality management system approvals which it has refused, suspended or withdrawn, 
and, upon request, of quality system approvals which it has issued;"
3,High-risk ai systems,40,3.40,Information obligations of notified bodies,3,3.40.3,3,"(b) Union technical documentation assessment certificates or any supplements thereto 
which it has refused, withdrawn, suspended or otherwise restricted, and, upon 
request, of the certificates and/or supplements thereto which it has issued."
3,High-risk ai systems,40,3.40,Information obligations of notified bodies,4,3.40.4,1,"3. Each notified body shall provide the other notified bodies carrying out similar conformity 
assessment activities covering the same types of AI systems with relevant information on 
issues relating to negative and, on request, positive conformity assessment results."
3,High-risk ai systems,40,3.40,Information obligations of notified bodies,5,3.40.5,1,"4. The obligations referred to in paragraphs 1, 2 and 3 of this Article shall be complied 
with in accordance with Article 78."
3,High-risk ai systems,41,3.41,Derogation from conformity assessment procedure,1,3.41.1,1,"Article 46
Derogation from conformity assessment procedure"
3,High-risk ai systems,41,3.41,Derogation from conformity assessment procedure,2,3.41.2,1,"1. By way of derogation from Article 43 and upon a duly justified request, any market 
surveillance authority may authorise the placing on the market or the putting into service of 
specific high-risk AI systems within the territory of the Member State concerned, for 
exceptional reasons of public security or the protection of life and health of persons, 
environmental protection or the protection of key industrial and infrastructural assets. That 
authorisation shall be for a limited period  while the necessary conformity assessment 
procedures are being carried out, taking into account the exceptional reasons justifying 
the derogation. The completion of those procedures shall be undertaken without undue 
delay."
3,High-risk ai systems,41,3.41,Derogation from conformity assessment procedure,3,3.41.3,1,"2. In a duly justified situation of urgency for exceptional reasons of public security or in 
the case of specific, substantial and imminent threat to the life or physical safety of 
natural persons, law-enforcement authorities or civil protection authorities may put a 
specific high-risk AI system into service without the authorisation referred to in 
paragraph 1, provided that such authorisation is requested during or after the use 
without undue delay. If the authorisation referred to in paragraph 1 is refused, the use 
of the high-risk AI system shall be stopped with immediate effect and all the results and 
outputs of such use shall be immediately discarded."
3,High-risk ai systems,41,3.41,Derogation from conformity assessment procedure,4,3.41.4,1,"3. The authorisation referred to in paragraph 1 shall be issued only if the market surveillance 
authority concludes that the high-risk AI system complies with the requirements of Section"
3,High-risk ai systems,41,3.41,Derogation from conformity assessment procedure,5,3.41.5,1,"2. The market surveillance authority shall inform the Commission and the other Member 
States of any authorisation issued pursuant to paragraph 1. This obligation shall not cover 
sensitive operational data in relation to the activities of law-enforcement authorities."
3,High-risk ai systems,41,3.41,Derogation from conformity assessment procedure,6,3.41.6,1,"4. Where, within 15 calendar days of receipt of the information referred to in paragraph 3, no 
objection has been raised by either a Member State or the Commission in respect of an 
authorisation issued by a market surveillance authority of a Member State in accordance 
with paragraph 1, that authorisation shall be deemed justified."
3,High-risk ai systems,41,3.41,Derogation from conformity assessment procedure,7,3.41.7,1,"5. Where, within 15 calendar days of receipt of the notification referred to in paragraph 3, 
objections are raised by a Member State against an authorisation issued by a market 
surveillance authority of another Member State, or where the Commission considers the 
authorisation to be contrary to Union law, or the conclusion of the Member States 
regarding the compliance of the system as referred to in paragraph 3 to be unfounded, the 
Commission shall, without delay, enter into consultations with the relevant Member State. 
The operators concerned shall be consulted and have the possibility to present their views. 
Having regard thereto, the Commission shall decide whether the authorisation is justified. 
The Commission shall address its decision to the Member State concerned and to the 
relevant operators."
3,High-risk ai systems,41,3.41,Derogation from conformity assessment procedure,8,3.41.8,1,"6. Where the Commission considers the authorisation unjustified, it shall be withdrawn by the 
market surveillance authority of the Member State concerned."
3,High-risk ai systems,41,3.41,Derogation from conformity assessment procedure,9,3.41.9,1,"7. For high-risk AI systems related to products covered by Union harmonisation 
legislation listed in Section A of Annex I, only the derogations from the conformity 
assessment established in that Union harmonisation legislation shall apply."
3,High-risk ai systems,42,3.42,Eu declaration of conformity,1,3.42.1,1,"Article 47
EU declaration of conformity"
3,High-risk ai systems,42,3.42,Eu declaration of conformity,2,3.42.2,1,"1. The provider shall draw up a written machine readable, physical or electronically signed 
EU declaration of conformity for each high-risk AI system, and keep it at the disposal of 
the national competent authorities for 10 years after the high-risk AI system has been 
placed on the market or put into service. The EU declaration of conformity shall identify 
the high-risk AI system for which it has been drawn up. A copy of the EU declaration of 
conformity shall be submitted to the relevant national competent authorities upon request."
3,High-risk ai systems,42,3.42,Eu declaration of conformity,3,3.42.3,1,"2. The EU declaration of conformity shall state that the high-risk AI system concerned meets 
the requirements set out in Section 2. The EU declaration of conformity shall contain the 
information set out in Annex V, and shall be translated into a language that can be easily 
understood by the national competent authorities of the Member States in which the 
high-risk AI system is placed on the market or made available."
3,High-risk ai systems,42,3.42,Eu declaration of conformity,4,3.42.4,1,"3. Where high-risk AI systems are subject to other Union harmonisation legislation which 
also requires an EU declaration of conformity, a single EU declaration of conformity shall 
be drawn up in respect of all Union law applicable to the high-risk AI system. The 
declaration shall contain all the information required to identify the Union harmonisation 
legislation to which the declaration relates."
3,High-risk ai systems,42,3.42,Eu declaration of conformity,5,3.42.5,1,"4. By drawing up the EU declaration of conformity, the provider shall assume responsibility 
for compliance with the requirements set out in Section 2. The provider shall keep the EU 
declaration of conformity up-to-date as appropriate."
3,High-risk ai systems,42,3.42,Eu declaration of conformity,6,3.42.6,1,"5. The Commission shall adopt delegated acts in accordance with Article 97 for the purpose 
of updating the content of the EU declaration of conformity set out in Annex V, in order to 
introduce elements that become necessary in light of technical progress."
3,High-risk ai systems,43,3.43,Ce marking,1,3.43.1,1,"Article 48
CE marking"
3,High-risk ai systems,43,3.43,Ce marking,2,3.43.2,1,"1. The CE marking shall be subject to the general principles set out in Article 30 of 
Regulation (EC) No 765/2008."
3,High-risk ai systems,43,3.43,Ce marking,3,3.43.3,1,"2. For high-risk AI systems provided digitally, a digital CE marking shall be used, only if it 
can easily be accessed via the interface from which that system is accessed or via an 
easily accessible machine-readable code or other electronic means."
3,High-risk ai systems,43,3.43,Ce marking,4,3.43.4,1,"3. The CE marking shall be affixed visibly, legibly and indelibly for high-risk AI systems. 
Where that is not possible or not warranted on account of the nature of the high-risk AI 
system, it shall be affixed to the packaging or to the accompanying documentation, as 
appropriate."
3,High-risk ai systems,43,3.43,Ce marking,5,3.43.5,1,"4. Where applicable, the CE marking shall be followed by the identification number of the 
notified body responsible for the conformity assessment procedures set out in Article 43. 
The identification number of the notified body shall be affixed by the body itself or, under 
its instructions, by the provider or by the provider’s authorised representative. The 
identification number shall also be indicated in any promotional material which mentions 
that the high-risk AI system fulfils the requirements for CE marking."
3,High-risk ai systems,43,3.43,Ce marking,6,3.43.6,1,"5. Where high-risk AI systems are subject to other Union law which also provides for the 
affixing of the CE marking, the CE marking shall indicate that the high-risk AI system 
also fulfil the requirements of that other law."
3,High-risk ai systems,44,3.44,Registration,1,3.44.1,1,"Article 49
Registration"
3,High-risk ai systems,44,3.44,Registration,2,3.44.2,1,"1. Before placing on the market or putting into service a high-risk AI system listed in 
Annex III, with the exception of high-risk AI systems referred to in point 2 of Annex III, 
the provider or, where applicable, the authorised representative shall register themselves 
and their system in the EU database referred to in Article 71."
3,High-risk ai systems,44,3.44,Registration,3,3.44.3,1,"2. Before placing on the market or putting into service an AI system for which the provider 
has concluded that it is not high-risk according to Article 6(3), that provider or, where 
applicable, the authorised representative shall register themselves and that system in the 
EU database referred to in Article 71."
3,High-risk ai systems,44,3.44,Registration,4,3.44.4,1,"3. Before putting into service or using a high-risk AI system listed in Annex III, with the 
exception of high-risk AI systems listed in point 2 of Annex III, deployers who are public 
authorities, agencies or bodies or persons acting on their behalf shall register 
themselves, select the system and register its use in the EU database referred to in Article"
3,High-risk ai systems,44,3.44,Registration,5,3.44.5,1,71.
3,High-risk ai systems,44,3.44,Registration,6,3.44.6,1,"4. For high-risk AI systems referred to in points 1, 6 and 7 of Annex III, in the areas of law 
enforcement, migration, asylum and border control management, the registration 
referred to in paragraphs 1, 2 and 3 of this Article shall be in a secure non-public 
section of the EU database referred to in Article 71 and shall include only the following 
information, as applicable, referred to in:"
3,High-risk ai systems,44,3.44,Registration,6,3.44.6,2,"(a) section A, points 1 to 10, of Annex VIII, with the exception of points 5a, 7 and 8;"
3,High-risk ai systems,44,3.44,Registration,6,3.44.6,3,"(b) section C, points 1 to 3, of Annex VIII,;"
3,High-risk ai systems,44,3.44,Registration,6,3.44.6,4,"(c) Section B, points 1 to 5, and points 8 and 9 of Annex VIII;"
3,High-risk ai systems,44,3.44,Registration,6,3.44.6,5,"(d) points 1 to 3, and point 5, of Annex IX.
Only the Commission and national authorities referred to in Article 74(8) shall have 
access to the restricted sections of the EU database listed in the first subparagraph of 
this paragraph."
3,High-risk ai systems,44,3.44,Registration,7,3.44.7,1,"5. High-risk AI systems referred to in point 2 of Annex III shall be registered at national 
level."
4,"Transparency obligations for providers and deployers of certain ai systems",1,4.1,Transparency obligations for providers and users of certain ai systems,1,4.1.1,1,"Article 50
Transparency obligations for providers and users of certain AI systems"
4,"Transparency obligations for providers and deployers of certain ai systems",1,4.1,Transparency obligations for providers and users of certain ai systems,2,4.1.2,1,"1. Providers shall ensure that AI systems intended to interact directly with natural persons are 
designed and developed in such a way that the natural persons concerned are informed that 
they are interacting with an AI system, unless this is obvious from the point of view of a 
natural person who is reasonably well-informed, observant and circumspect, taking into 
account the circumstances and the context of use. This obligation shall not apply to AI 
systems authorised by law to detect, prevent, investigate or prosecute criminal offences, 
subject to appropriate safeguards for the rights and freedoms of third parties, unless 
those systems are available for the public to report a criminal offence."
4,"Transparency obligations for providers and deployers of certain ai systems",1,4.1,Transparency obligations for providers and users of certain ai systems,3,4.1.3,1,"2. Providers of AI systems, including general-purpose AI systems, generating synthetic 
audio, image, video or text content, shall ensure that the outputs of the AI system are 
marked in a machine-readable format and detectable as artificially generated or 
manipulated. Providers shall ensure their technical solutions are effective, interoperable, 
robust and reliable as far as this is technically feasible, taking into account the 
specificities and limitations of various types of content, the costs of implementation and 
the generally acknowledged state-of-the-art, as may be reflected in relevant technical 
standards. This obligation shall not apply to the extent the AI systems perform an 
assistive function for standard editing or do not substantially alter the input data 
provided by the deployer or the semantics thereof, or where authorised by law to detect, 
prevent, investigate or prosecute criminal offences."
4,"Transparency obligations for providers and deployers of certain ai systems",1,4.1,Transparency obligations for providers and users of certain ai systems,4,4.1.4,1,"3. Deployers of an emotion recognition system or a biometric categorisation system shall 
inform the natural persons exposed thereto of the operation of the system, and shall 
process the personal data in accordance with Regulations (EU) 2016/679 and (EU) 
2018/1725 and Directive (EU) 2016/680, as applicable. This obligation shall not apply to 
AI systems used for biometric categorisation and emotion recognition, which are 
permitted by law to detect, prevent or investigate criminal offences, subject to appropriate 
safeguards for the rights and freedoms of third parties, and in compliance with Union 
law."
4,"Transparency obligations for providers and deployers of certain ai systems",1,4.1,Transparency obligations for providers and users of certain ai systems,5,4.1.5,1,"4. Deployers of an AI system that generates or manipulates image, audio or video content 
constituting a deep fake, shall disclose that the content has been artificially generated or 
manipulated. This obligation shall not apply where the use is authorised by law to detect, 
prevent, investigate or prosecute criminal offence. Where the content forms part of an 
evidently artistic, creative, satirical, fictional analogous work or programme, the 
transparency obligations set out in this paragraph are limited to disclosure of the 
existence of such generated or manipulated content in an appropriate manner that does 
not hamper the display or enjoyment of the work.
Deployers of an AI system that generates or manipulates text which is published with the 
purpose of informing the public on matters of public interest shall disclose that the text 
has been artificially generated or manipulated. This obligation shall not apply where the 
use is authorised by law to detect, prevent, investigate or prosecute criminal offences or 
where the AI-generated content has undergone a process of human review or editorial 
control and where a natural or legal person holds editorial responsibility for the 
publication of the content."
4,"Transparency obligations for providers and deployers of certain ai systems",1,4.1,Transparency obligations for providers and users of certain ai systems,6,4.1.6,1,"5. The information referred to in paragraphs 1 to 4 shall be provided to the natural persons 
concerned in a clear and distinguishable manner at the latest at the time of the first 
interaction or exposure. The information shall conform to the applicable accessibility 
requirements."
4,"Transparency obligations for providers and deployers of certain ai systems",1,4.1,Transparency obligations for providers and users of certain ai systems,7,4.1.7,1,"6. Paragraphs 1 to 4 shall not affect the requirements and obligations set out in Chapter III, 
and shall be without prejudice to other transparency obligations laid down in Union or 
national law for deployers of AI systems."
4,"Transparency obligations for providers and deployers of certain ai systems",1,4.1,Transparency obligations for providers and users of certain ai systems,8,4.1.8,1,"7. The AI Office shall encourage and facilitate the drawing up of codes of practice at 
Union level to facilitate the effective implementation of the obligations regarding the 
detection and labelling of artificially generated or manipulated content. The 
Commission is empowered to adopt implementing acts to approve those codes of practice 
in accordance with the procedure laid down in Article 56 (6), (7) and (8). If it deems the 
code is not adequate, the Commission is empowered to adopt an implementing act 
specifying common rules for the implementation of those obligations in accordance with 
the examination procedure laid down in Article 98(2)."
5,General-purpose ai models,1,5.1,Classification of general-purpose ai models as general-purpose ai models with systemic risk,1,5.1.1,1,"Article 51
Classification of general-purpose AI models as general-purpose AI models with systemic risk"
5,General-purpose ai models,1,5.1,Classification of general-purpose ai models as general-purpose ai models with systemic risk,2,5.1.2,1,"1. A general-purpose AI model shall be classified as a general-purpose AI model with 
systemic risk if it meets any of the following requirements:"
5,General-purpose ai models,1,5.1,Classification of general-purpose ai models as general-purpose ai models with systemic risk,2,5.1.2,2,"(a) it has high impact capabilities evaluated on the basis of appropriate technical tools 
and methodologies, including indicators and benchmarks;"
5,General-purpose ai models,1,5.1,Classification of general-purpose ai models as general-purpose ai models with systemic risk,2,5.1.2,3,"(b) based on a decision of the Commission, ex officio or following a qualified alert 
from the scientific panel, it has capabilities or an impact equivalent to those set out 
in point (a) having regard to the criteria set out in Annex XIII."
5,General-purpose ai models,1,5.1,Classification of general-purpose ai models as general-purpose ai models with systemic risk,3,5.1.3,1,"2. A general-purpose AI model shall be presumed to have high impact capabilities 
pursuant to paragraph 1, point (a), when the cumulative amount of computation used 
for its training measured in FLOPs is greater than 10^25."
5,General-purpose ai models,1,5.1,Classification of general-purpose ai models as general-purpose ai models with systemic risk,4,5.1.4,1,"3. The Commission shall adopt delegated acts in accordance with Article 97 to amend the 
thresholds listed in paragraphs 2 and 3 of this Article, as well as to supplement 
benchmarks and indicators in light of evolving technological developments, such as 
algorithmic improvements or increased hardware efficiency, when necessary, for these 
thresholds to reflect the state of the art."
5,General-purpose ai models,2,5.2,Procedure,1,5.2.1,1,"Article 52
Procedure"
5,General-purpose ai models,2,5.2,Procedure,2,5.2.2,1,"1. Where a general-purpose AI model meets the requirement referred to in Article 51(1), 
point (a), the relevant provider shall notify the Commission without delay and in any 
event within two weeks after that requirement is met or it becomes known that it will be 
met. That notification shall include the information necessary to demonstrate that the 
relevant requirement has been met. If the Commission becomes aware of a general-
purpose AI model presenting systemic risks of which it has not been notified, it may 
decide to designate it as a model with systemic risk."
5,General-purpose ai models,2,5.2,Procedure,3,5.2.3,1,"2. The provider of a general purpose AI model that meets the requirement referred to in 
Article 51(1), point (a), may present, with its notification, sufficiently substantiated 
arguments to demonstrate that, exceptionally, although it meets that requirement, the 
general purpose AI model does not present, due to its specific characteristics, systemic 
risks and therefore should not be classified as a general-purpose AI model with systemic 
risk."
5,General-purpose ai models,2,5.2,Procedure,4,5.2.4,1,"3. Where the Commission concludes that the arguments submitted pursuant to paragraph 2 
are not sufficiently substantiated and the relevant provider was not able to demonstrate 
that the general-purpose AI model does not present, due to its specific characteristics, 
systemic risks, it shall reject those arguments, and the general-purpose AI model shall be 
considered to be a general-purpose AI model with systemic risk."
5,General-purpose ai models,2,5.2,Procedure,5,5.2.5,1,"4. The Commission may designate a general-purpose AI model as presenting systemic 
risks, ex officio or following a qualified alert from the scientific panel pursuant to 
Article 90(1), point (a), on the basis of criteria set out in Annex XIII. 
The Commission shall adopt delegated acts in accordance with Article 97 to specify and 
update the criteria set out in Annex XIII."
5,General-purpose ai models,2,5.2,Procedure,6,5.2.6,1,"5. Upon a reasoned request of a provider whose model has been designated as a general-
purpose AI model with systemic risk pursuant to paragraph 4, the Commission shall take 
the request into account and may decide to reassess whether the general-purpose AI 
model can still be considered to present systemic risks on the basis of the criteria set out 
in Annex XIII. Such request shall contain objective, detailed and new reasons that have 
arisen since the designation decision. Providers may request reassessment at the earliest 
six months after the designation decision. Where the Commission, following its 
reassessment, decides to maintain the designation as a general-purpose AI model with 
systemic risk, providers may request reassessment at the earliest six months after that 
decision."
5,General-purpose ai models,2,5.2,Procedure,7,5.2.7,1,"6. The Commission shall ensure that a list of general-purpose AI models with systemic risk 
is published and shall keep that list up to date, without prejudice to the need to observe 
and protect intellectual property rights and confidential business information or trade 
secrets in accordance with Union and national law.
Section 2
Obligations for providers of general-purpose AI models"
5,General-purpose ai models,3,5.3,Obligations for providers of general-purpose ai models,1,5.3.1,1,"Article 53
Obligations for providers of general-purpose AI models"
5,General-purpose ai models,3,5.3,Obligations for providers of general-purpose ai models,2,5.3.2,1,1. Providers of general-purpose AI models shall:
5,General-purpose ai models,3,5.3,Obligations for providers of general-purpose ai models,2,5.3.2,2,"(a) draw up and keep up-to-date the technical documentation of the model, including 
its training and testing process and the results of its evaluation, which shall 
contain, at a minimum, the elements set out in Annex XI for the purpose of 
providing it, upon request, to the AI Office and the national competent authorities;"
5,General-purpose ai models,3,5.3,Obligations for providers of general-purpose ai models,2,5.3.2,3,"(b) draw up, keep up-to-date and make available information and documentation to 
providers of AI systems who intend to integrate the general-purpose AI model into 
their AI systems. Without prejudice to the need to respect and protect intellectual 
property rights and confidential business information or trade secrets in 
accordance with Union and national law, the information and documentation 
shall:"
5,General-purpose ai models,3,5.3,Obligations for providers of general-purpose ai models,2,5.3.2,4,"(i) enable providers of AI systems to have a good understanding of the 
capabilities and limitations of the general-purpose AI model and to comply 
with their obligations pursuant to this Regulation; and
(ii) contain, at a minimum, the elements set out in Annex XII;
(i) enable providers of AI systems to have a good understanding of the 
capabilities and limitations of the general-purpose AI model and to comply 
with their obligations pursuant to this Regulation; and
(ii) contain, at a minimum, the elements set out in Annex XII;"
5,General-purpose ai models,3,5.3,Obligations for providers of general-purpose ai models,2,5.3.2,5,"(c) put in place a policy to comply with Union copyright law, and in particular to 
identify and comply with, including through state of the art technologies, a 
reservation of rights expressed pursuant to Article 4(3) of Directive (EU) 2019/790;"
5,General-purpose ai models,3,5.3,Obligations for providers of general-purpose ai models,2,5.3.2,6,"(d) draw up and make publicly available a sufficiently detailed summary about the 
content used for training of the general-purpose AI model, according to a template 
provided by the AI Office."
5,General-purpose ai models,3,5.3,Obligations for providers of general-purpose ai models,3,5.3.3,1,"2. The obligations set out in paragraph 1, points (a) and (b), shall not apply to providers of 
AI models that are released under a free and open licence that allows for the access, 
usage, modification, and distribution of the model, and whose parameters, including the 
weights, the information on the model architecture, and the information on model 
usage, are made publicly available. This exception shall not apply to general-purpose AI 
models with systemic risks."
5,General-purpose ai models,3,5.3,Obligations for providers of general-purpose ai models,4,5.3.4,1,"3. Providers of general-purpose AI models shall cooperate as necessary with the 
Commission and the national competent authorities in the exercise of their competences 
and powers pursuant to this Regulation."
5,General-purpose ai models,3,5.3,Obligations for providers of general-purpose ai models,5,5.3.5,1,"4. Providers of general-purpose AI models may rely on codes of practice within the 
meaning of Article 56 to demonstrate compliance with the obligations set out in 
paragraph 1 of this Article, until a harmonised standard is published. Providers who are 
in compliance with a European harmonised standard shall be presumed to be in 
compliance with the obligations set out in paragraph 1 of this Article. Providers of 
general-purpose AI models who do not adhere to an approved code of practice shall 
demonstrate alternative adequate means of compliance for approval by the Commission."
5,General-purpose ai models,3,5.3,Obligations for providers of general-purpose ai models,6,5.3.6,1,"5. For the purpose of facilitating compliance with Annex XI, in particular points 2 (d) and"
5,General-purpose ai models,3,5.3,Obligations for providers of general-purpose ai models,6,5.3.6,2,"(e) thereof, the Commission shall adopt delegated acts in accordance with Article 97 to 
detail measurement and calculation methodologies with a view to allowing for 
comparable and verifiable documentation."
5,General-purpose ai models,3,5.3,Obligations for providers of general-purpose ai models,7,5.3.7,1,"6. The Commission shall adopt delegated acts in accordance with Article 97(2) to amend 
Annexes XI and XII in the light of evolving technological developments."
5,General-purpose ai models,3,5.3,Obligations for providers of general-purpose ai models,8,5.3.8,1,"7. Any information or documentation obtained pursuant to this Article, including trade 
secrets, shall be treated in compliance with the confidentiality obligations set out in 
Article 78."
5,General-purpose ai models,4,5.4,Authorised representatives of providers of general-purpose ai models,1,5.4.1,1,"Article 54
Authorised representatives of providers of general-purpose AI models"
5,General-purpose ai models,4,5.4,Authorised representatives of providers of general-purpose ai models,2,5.4.2,1,"1. Prior to placing a general-purpose AI model on the Union market, providers established 
in third countries shall, by written mandate, appoint an authorised representative which 
is established in the Union."
5,General-purpose ai models,4,5.4,Authorised representatives of providers of general-purpose ai models,3,5.4.3,1,"2. The provider shall enable its authorised representative to perform the tasks specified in 
the mandate received from the provider."
5,General-purpose ai models,4,5.4,Authorised representatives of providers of general-purpose ai models,4,5.4.4,1,"2. The authorised representative shall perform the tasks specified in the mandate received 
from the provider. It shall provide a copy of the mandate to the AI Office upon request, 
in one of the official languages of the institutions of the Union. For the purposes of this 
Regulation, the mandate shall empower the authorised representative to carry out the 
following tasks:"
5,General-purpose ai models,4,5.4,Authorised representatives of providers of general-purpose ai models,4,5.4.4,2,"(a) verify that the technical documentation specified in Annex XI has been drawn up 
and all obligations referred to in Articles 53 and, where applicable, Article 55 have 
been fulfilled by the provider;"
5,General-purpose ai models,4,5.4,Authorised representatives of providers of general-purpose ai models,4,5.4.4,3,"(b) keep a copy of the technical documentation specified in Annex XI at the disposal 
of the AI Office and national competent authorities, for a period of 10 years after 
the general-purpose AI model has been placed on the market, and keep current the 
contact details of the provider that appointed the authorised representative;"
5,General-purpose ai models,4,5.4,Authorised representatives of providers of general-purpose ai models,4,5.4.4,4,"(c) provide the AI Office, upon a reasoned request, with all the information and 
documentation, including that referred to in point (b), necessary to demonstrate its 
compliance with the obligations in this Chapter;"
5,General-purpose ai models,4,5.4,Authorised representatives of providers of general-purpose ai models,4,5.4.4,5,"(d) cooperate with the AI Office and national competent authorities, upon a reasoned 
request, in any action the latter take in relation to a general-purpose AI model with 
systemic risks, including when the model is integrated into AI systems placed on 
the market or put into service in the Union."
5,General-purpose ai models,4,5.4,Authorised representatives of providers of general-purpose ai models,5,5.4.5,1,"3. The mandate shall empower the authorised representative to be addressed, in addition to 
or instead of the provider, by the AI Office or the national competent authorities, on all 
issues related to ensuring compliance with this Regulation."
5,General-purpose ai models,4,5.4,Authorised representatives of providers of general-purpose ai models,6,5.4.6,1,"4. The authorised representative shall terminate the mandate if it considers or has reason 
to consider the provider to be acting contrary to its obligations pursuant to this 
Regulation. In such a case, it shall also immediately inform the AI Office about the 
termination of the mandate and the reasons therefor."
5,General-purpose ai models,4,5.4,Authorised representatives of providers of general-purpose ai models,7,5.4.7,1,"5. The obligation set out in this Article shall not apply to providers of general-purpose AI 
models that are released under a free and open source licence that allows for the access, 
usage, modification, and distribution of the model, and whose parameters, including the 
weights, the information on the model architecture, and the information on model 
usage, are made publicly available, unless the general-purpose AI models present 
systemic risks.
Section 3
Obligations for providers of general-purpose AI models
 with systemic risk"
5,General-purpose ai models,5,5.5,Obligations for providers of general-purpose ai models with systemic risk,1,5.5.1,1,"Article 55
Obligations for providers of general-purpose AI models with systemic risk"
5,General-purpose ai models,5,5.5,Obligations for providers of general-purpose ai models with systemic risk,2,5.5.2,1,"1. In addition to the obligations listed in Article 53, providers of general-purpose AI models 
with systemic risk shall:"
5,General-purpose ai models,5,5.5,Obligations for providers of general-purpose ai models with systemic risk,2,5.5.2,2,"(a) perform model evaluation in accordance with standardised protocols and tools 
reflecting the state-of-the-art, including conducting and documenting adversarial 
testing of the model with a view to identifying and mitigating systemic risk;"
5,General-purpose ai models,5,5.5,Obligations for providers of general-purpose ai models with systemic risk,2,5.5.2,3,"(b) assess and mitigate possible systemic risks at Union level, including their sources, 
that may stem from the development, the placing on the market, or the use of 
general-purpose AI models with systemic risk;"
5,General-purpose ai models,5,5.5,Obligations for providers of general-purpose ai models with systemic risk,2,5.5.2,4,"(c) keep track of, document and report without undue delay to the AI Office and, as 
appropriate, to national competent authorities, relevant information about serious 
incidents and possible corrective measures to address them;"
